Id,SR,SR_LargeHerbivore,SR_LargeCarnivore,SR_LargeOmnivore,SR_MediumHerbivore,SR_MediumCarnivore,SR_MediumOmnivore,SR_SmallHerbivore,SR_SmallCarnivore,SR_SmallOmnivore
627,48,12,4,2,6,3,3,7,7,4
628,49,13,4,2,6,3,3,8,6,4
629,50,14,4,2,6,3,3,8,6,4
630,50,14,4,2,6,3,3,8,6,4
631,54,14,5,2,7,3,3,8,5,7
632,55,15,5,2,7,3,3,8,5,7
633,59,18,5,2,8,3,3,9,5,6
634,61,20,5,2,7,3,4,8,5,7
635,61,20,5,2,8,3,4,7,5,7
636,50,10,5,2,7,3,4,7,5,7
637,46,10,5,2,5,3,4,7,4,6
638,42,9,5,2,5,3,4,7,3,4
639,42,8,5,2,5,3,3,7,3,6
640,41,8,3,2,6,3,3,7,3,6
641,38,7,2,2,6,3,3,6,3,6
642,28,4,4,1,5,2,2,5,3,2
643,30,4,4,1,5,2,2,5,4,3
644,32,4,4,1,5,2,2,5,6,3
645,33,4,4,1,5,2,2,6,6,3
646,32,4,3,1,5,2,2,6,6,3
647,33,5,3,1,5,2,2,6,6,3
648,32,5,3,1,5,2,2,5,6,3
649,31,5,3,1,5,2,2,4,6,3
650,30,5,3,0,5,2,2,4,6,3
651,30,5,3,0,5,2,2,4,6,3
652,30,5,4,0,4,2,2,4,6,3
653,31,5,5,0,4,2,2,4,6,3
654,30,5,5,0,4,2,2,3,6,3
655,30,5,5,0,4,2,2,3,6,3
656,31,6,5,0,4,2,2,3,6,3
657,32,6,5,0,4,2,2,4,6,3
658,32,6,5,0,4,2,2,4,6,3
659,32,6,5,0,4,2,2,4,6,3
660,30,5,5,0,4,2,1,4,6,3
661,31,5,5,0,4,2,2,4,6,3
662,32,6,5,0,4,2,2,4,6,3
663,32,6,5,0,4,2,2,4,6,3
664,35,6,5,1,4,2,2,5,6,4
665,36,6,4,2,4,2,2,6,6,4
666,39,5,4,2,6,2,3,6,7,4
667,41,6,4,2,6,3,3,6,7,4
668,41,5,4,2,6,3,3,7,7,4
669,49,13,5,2,6,3,3,7,6,4
670,52,14,5,2,6,3,4,8,6,4
671,54,15,5,2,6,3,4,8,6,5
672,54,15,5,2,7,3,4,8,5,5
673,57,16,5,2,7,3,4,8,5,7
674,64,20,5,2,8,3,4,9,5,8
675,64,20,5,2,8,3,4,9,5,8
676,60,19,5,2,7,3,4,7,5,8
677,51,11,5,2,7,3,4,7,5,7
678,49,10,5,2,6,3,4,8,5,6
679,47,9,5,2,6,3,4,8,4,6
680,45,9,5,2,6,3,3,8,3,6
681,41,10,3,2,6,3,3,6,3,5
682,37,7,2,2,5,3,3,7,3,5
683,30,4,4,1,5,2,2,5,5,2
684,32,4,4,1,5,2,2,5,6,3
685,32,4,4,1,5,2,2,5,6,3
686,32,3,4,1,5,2,2,6,6,3
687,31,3,3,1,5,2,2,6,6,3
688,33,5,3,1,5,2,2,6,6,3
689,32,5,3,1,5,2,2,5,6,3
690,31,5,3,1,5,2,2,4,6,3
691,31,5,3,1,5,2,2,4,6,3
692,30,5,3,0,5,2,2,4,6,3
693,30,5,4,0,4,2,2,4,6,3
694,30,5,4,0,4,2,2,4,6,3
695,31,5,5,0,4,2,2,4,6,3
696,31,5,5,0,4,2,2,4,6,3
697,32,6,5,0,4,2,2,4,6,3
698,32,6,5,0,4,2,2,4,6,3
699,32,6,5,0,4,2,2,4,6,3
700,31,6,5,0,4,2,1,4,6,3
701,30,5,5,0,4,2,1,4,6,3
702,31,6,5,0,4,2,1,4,6,3
703,33,7,5,0,4,2,2,4,6,3
704,32,6,5,0,4,2,2,4,6,3
705,33,7,5,0,4,2,2,4,6,3
706,39,7,5,2,4,2,3,6,6,4
707,40,7,4,2,5,2,3,6,7,4
708,41,6,4,2,6,3,3,6,7,4
709,41,6,3,2,6,3,3,7,7,4
710,41,5,4,2,5,3,4,7,7,4
711,46,9,5,2,5,3,4,7,7,4
712,49,11,5,2,5,3,4,8,7,4
713,54,14,5,2,6,3,3,8,7,6
714,54,13,5,2,6,3,3,8,6,8
715,54,13,5,2,6,3,3,9,5,8
716,56,14,5,2,6,3,4,9,5,8
717,56,15,5,2,7,3,4,8,5,7
718,57,16,5,2,7,3,4,8,5,7
719,52,11,5,2,7,3,4,8,5,7
720,48,11,5,2,6,3,3,8,4,6
721,45,11,5,2,5,3,3,8,3,5
722,46,11,5,2,6,3,3,8,3,5
723,43,9,3,2,6,3,3,8,3,6
724,32,4,4,1,5,2,2,5,6,3
725,33,5,4,1,5,2,2,5,6,3
726,33,4,4,1,5,2,2,6,6,3
727,34,5,4,1,5,2,2,6,6,3
728,33,5,3,1,5,2,2,6,6,3
729,33,5,3,1,5,2,2,6,6,3
730,32,5,3,1,5,2,2,5,6,3
731,31,5,3,1,5,2,2,4,6,3
732,31,5,3,1,5,2,2,4,6,3
733,31,5,3,1,5,2,2,4,6,3
734,30,5,4,0,4,2,2,4,6,3
735,30,5,4,0,4,2,2,4,6,3
736,31,5,5,0,4,2,2,4,6,3
737,31,5,5,0,4,2,2,4,6,3
738,33,6,5,0,4,2,2,4,7,3
739,34,7,5,0,4,2,2,4,7,3
740,34,7,5,1,4,2,1,4,7,3
741,33,7,5,1,4,2,1,4,6,3
742,35,7,5,1,5,2,1,5,6,3
743,34,6,5,1,5,2,1,5,6,3
744,37,8,5,1,5,2,2,5,6,3
745,35,7,5,1,4,2,2,5,6,3
746,34,7,5,1,4,2,2,5,5,3
747,38,8,5,1,4,2,3,6,5,4
748,43,11,4,2,5,2,3,6,6,4
749,38,7,4,2,5,2,3,6,5,4
750,41,8,3,2,5,3,4,7,5,4
751,44,9,4,2,5,3,4,7,5,5
752,47,10,4,2,5,3,4,8,5,6
753,48,10,5,2,5,3,3,8,6,6
754,51,13,5,2,6,3,3,8,5,6
755,51,12,5,2,6,3,3,8,5,7
756,51,12,5,2,6,3,3,9,5,6
757,51,12,5,2,6,3,3,9,5,6
758,57,17,5,2,7,3,3,8,5,7
759,58,17,5,2,7,3,3,8,5,8
760,57,15,5,2,7,3,3,8,5,9
761,53,13,5,2,6,3,3,8,5,8
762,49,13,5,2,6,3,3,8,3,6
763,48,13,4,2,6,3,3,8,3,6
764,29,4,4,0,5,2,2,5,5,2
765,32,4,4,1,5,2,2,5,6,3
766,34,6,4,1,5,2,2,5,6,3
767,33,4,4,1,5,2,2,6,6,3
768,35,6,4,1,5,2,2,6,6,3
769,34,6,3,1,5,2,2,6,6,3
770,34,6,3,1,5,2,2,6,6,3
771,31,5,3,1,5,2,2,4,6,3
772,31,5,3,1,5,2,2,4,6,3
773,31,5,3,1,5,2,2,4,6,3
774,30,5,3,1,4,2,2,4,6,3
775,31,5,4,1,4,2,2,4,6,3
776,32,6,4,1,4,2,2,4,6,3
777,32,5,5,1,4,2,2,4,6,3
778,34,5,5,1,4,2,3,4,7,3
779,36,6,5,1,4,3,3,4,7,3
780,35,7,5,1,5,2,1,4,7,3
781,35,7,5,1,5,2,1,4,7,3
782,35,7,5,1,4,2,1,5,7,3
783,37,8,5,1,5,2,2,5,6,3
784,37,8,5,1,5,2,2,5,6,3
785,37,8,5,1,5,2,2,5,6,3
786,35,7,5,1,4,2,2,5,6,3
787,38,9,5,1,4,2,3,5,6,3
788,41,10,5,1,4,2,3,6,6,4
789,44,11,5,2,5,3,3,6,5,4
790,40,8,4,2,5,3,3,6,5,4
791,44,9,4,2,5,3,4,7,5,5
792,46,11,3,2,5,3,4,7,5,6
793,46,10,3,2,5,3,4,8,5,6
794,45,9,3,2,5,3,4,8,5,6
795,49,13,4,2,5,3,3,8,5,6
796,48,11,4,2,5,3,3,8,5,7
797,48,10,4,2,5,3,3,9,5,7
798,54,14,4,2,7,3,3,9,5,7
799,54,15,4,2,7,3,3,8,5,7
800,57,17,4,2,7,3,3,8,5,8
801,57,16,5,2,7,3,3,8,5,8
802,54,13,5,2,7,3,3,8,5,8
803,52,13,5,2,6,3,3,8,4,8
804,48,13,4,2,5,3,3,8,3,7
805,31,5,5,0,5,2,2,5,5,2
806,30,4,5,0,5,2,2,5,5,2
807,31,4,4,0,5,2,2,5,6,3
808,35,7,4,1,5,2,2,5,6,3
809,36,7,4,1,5,2,2,6,6,3
810,35,6,4,1,5,2,2,6,6,3
811,35,7,3,1,5,2,2,6,6,3
812,35,7,3,1,5,2,2,6,6,3
813,33,6,3,1,5,2,2,5,6,3
814,32,6,3,1,5,2,2,4,6,3
815,31,6,3,1,4,2,2,4,6,3
816,31,6,3,1,4,2,2,4,6,3
817,32,6,4,1,4,2,2,4,6,3
818,34,6,5,1,4,2,3,4,6,3
819,36,7,5,1,4,3,3,4,6,3
820,36,6,5,1,4,3,3,4,7,3
821,39,8,5,1,5,3,3,4,7,3
822,46,12,5,1,5,3,3,5,7,5
823,46,14,5,1,4,3,2,5,7,5
824,43,11,5,1,4,3,3,5,7,4
825,44,14,5,1,4,2,2,5,6,5
826,40,11,5,1,5,2,2,5,6,3
827,39,10,5,1,5,2,2,5,6,3
828,37,9,5,1,4,2,2,5,6,3
829,38,10,5,1,4,2,3,5,5,3
830,43,11,5,1,4,3,3,6,6,4
831,45,12,5,2,5,3,3,6,5,4
832,44,11,4,2,5,3,4,6,5,4
833,47,11,4,2,5,3,4,7,5,6
834,47,10,4,2,5,3,4,8,5,6
835,45,9,3,2,5,3,4,8,5,6
836,46,10,3,2,5,3,4,8,5,6
837,45,10,3,2,5,3,3,8,5,6
838,47,10,4,2,5,3,3,8,5,7
839,47,10,4,2,5,3,3,8,5,7
840,49,13,4,2,6,3,3,6,5,7
841,52,14,4,2,7,3,3,7,5,7
842,56,14,4,2,7,3,3,9,5,9
843,58,16,4,2,7,3,3,10,5,8
844,53,12,5,2,6,3,3,9,5,8
845,52,11,5,2,6,3,3,9,5,8
846,47,10,4,2,5,3,3,9,3,8
847,30,4,5,0,5,2,2,5,5,2
848,32,4,5,0,5,2,2,5,6,3
849,32,5,4,0,5,2,2,5,6,3
850,35,7,4,1,5,2,2,5,6,3
851,35,6,4,1,5,2,2,6,6,3
852,36,7,4,1,5,2,2,6,6,3
853,35,7,3,1,5,2,2,6,6,3
854,34,7,3,1,5,2,2,5,6,3
855,34,7,3,1,5,2,2,5,6,3
856,32,6,3,1,5,2,2,4,6,3
857,31,6,3,1,4,2,2,4,6,3
858,30,6,3,1,3,2,2,4,6,3
859,34,8,4,1,3,2,3,4,6,3
860,37,9,5,1,3,3,3,4,6,3
861,36,8,5,1,3,3,3,4,6,3
862,41,10,5,2,4,3,3,4,7,3
863,42,10,5,2,4,3,3,4,7,4
864,49,15,5,2,4,3,3,5,6,6
865,51,17,5,2,4,3,3,5,6,6
866,52,17,5,2,4,3,3,5,6,7
867,49,16,5,1,4,3,3,5,6,6
868,44,13,5,1,4,3,3,5,6,4
869,43,12,5,1,5,3,3,5,6,3
870,40,11,5,1,4,3,3,5,5,3
871,44,12,5,2,4,3,3,5,6,4
872,47,15,5,2,4,3,3,5,6,4
873,47,14,5,2,4,3,4,6,5,4
874,46,12,4,2,5,3,4,6,5,5
875,45,10,4,2,5,3,4,7,5,5
876,47,10,4,2,5,3,4,8,5,6
877,45,8,3,2,5,3,4,8,5,7
878,46,9,3,2,5,3,4,8,5,7
879,46,9,3,2,5,3,4,8,5,7
880,43,7,3,2,5,3,3,8,5,7
881,44,7,3,2,6,3,3,8,5,7
882,44,9,4,2,6,3,3,6,5,6
883,47,10,4,2,6,3,3,7,5,7
884,52,12,4,2,6,3,3,8,5,9
885,48,8,4,2,7,3,3,8,5,8
886,49,9,5,2,6,3,3,9,4,8
887,51,11,5,2,6,3,3,9,4,8
888,48,11,4,2,7,3,3,8,3,7
889,28,4,5,0,5,2,2,5,3,2
890,34,8,5,0,5,2,2,5,5,2
891,34,6,5,0,5,2,2,5,6,3
892,33,5,4,1,5,2,2,5,6,3
893,34,6,4,1,5,2,2,5,6,3
894,35,6,4,1,5,2,2,6,6,3
895,37,8,4,1,5,2,2,6,6,3
896,35,7,3,1,5,2,2,6,6,3
897,34,7,3,1,5,2,2,5,6,3
898,34,7,3,1,5,2,2,5,6,3
899,32,6,3,1,5,2,2,4,6,3
900,31,6,3,1,3,3,2,4,6,3
901,33,7,4,1,3,3,2,4,6,3
902,36,8,5,1,3,3,3,4,6,3
903,36,8,5,1,3,3,3,4,6,3
904,39,9,5,2,3,3,3,4,7,3
905,41,9,5,2,4,3,3,4,7,4
906,49,15,5,2,4,3,3,5,6,6
907,53,18,5,2,4,3,4,5,5,7
908,54,19,5,2,4,3,4,5,5,7
909,54,19,5,2,4,3,4,5,5,7
910,52,17,5,2,4,3,4,5,5,7
911,44,12,5,2,3,3,4,5,5,5
912,43,12,5,2,3,3,4,5,6,3
913,43,11,5,2,3,3,4,5,6,4
914,45,13,5,2,3,3,4,5,6,4
915,47,15,5,2,3,3,4,5,5,5
916,48,15,5,2,3,3,4,6,5,5
917,46,12,5,2,4,3,4,6,5,5
918,46,11,4,2,5,3,4,7,5,5
919,45,9,4,2,5,3,4,7,5,6
920,45,9,4,2,5,3,4,7,5,6
921,43,7,3,2,5,3,4,8,5,6
922,44,8,3,2,5,3,4,8,5,6
923,44,8,3,2,6,3,3,8,5,6
924,41,7,3,2,6,3,3,6,5,6
925,42,7,3,2,6,3,3,7,5,6
926,45,7,4,2,6,3,3,8,5,7
927,47,8,4,2,6,3,3,8,5,8
928,47,7,5,2,5,3,3,9,5,8
929,48,7,5,2,6,3,3,10,4,8
930,50,9,5,2,6,3,3,10,4,8
931,47,10,4,2,7,3,3,8,3,7
932,30,5,5,0,5,2,2,5,4,2
933,37,10,5,0,5,2,2,5,5,3
934,39,10,5,1,5,2,2,5,6,3
935,37,10,4,1,5,2,2,5,5,3
936,39,10,5,1,5,2,2,5,6,3
937,40,10,5,1,5,2,2,6,6,3
938,38,9,5,1,5,2,2,5,6,3
939,35,7,4,1,5,2,2,5,6,3
940,34,7,4,1,5,2,2,4,6,3
941,34,7,4,1,5,2,2,4,6,3
942,33,6,4,1,4,3,2,4,6,3
943,32,6,4,1,3,3,2,4,6,3
944,34,7,5,1,3,3,2,4,6,3
945,37,10,5,1,3,3,2,4,6,3
946,37,10,5,1,3,3,2,4,6,3
947,40,10,5,1,3,3,4,4,6,4
948,42,9,5,2,4,3,4,5,5,5
949,51,16,5,2,4,3,4,5,5,7
950,49,16,5,2,4,3,4,3,5,7
951,50,17,5,2,4,3,4,4,4,7
952,53,18,5,2,4,3,4,5,5,7
953,51,17,5,2,4,3,4,5,5,6
954,46,13,5,2,4,3,4,5,5,5
955,46,13,5,2,4,3,4,5,5,5
956,46,12,5,2,4,3,4,5,6,5
957,50,16,5,2,4,3,4,6,5,5
958,45,15,5,2,4,3,3,5,4,4
959,48,15,5,2,4,3,4,6,4,5
960,48,15,5,2,5,3,3,6,4,5
961,44,11,5,2,5,3,3,6,4,5
962,44,9,4,2,5,3,3,7,4,7
963,43,8,4,2,5,3,3,7,5,6
964,41,6,4,2,5,3,3,7,5,6
965,41,6,3,2,5,3,3,8,5,6
966,43,7,3,2,6,3,3,8,5,6
967,40,7,3,2,6,3,3,6,4,6
968,45,8,3,2,6,3,3,8,5,7
969,43,7,4,2,6,3,3,6,5,7
970,43,5,4,2,6,3,3,8,5,7
971,45,6,5,2,5,3,3,9,5,7
972,49,7,5,2,6,3,3,10,5,8
973,48,8,5,2,6,3,3,9,4,8
974,48,10,4,2,7,3,3,9,3,7
975,30,6,5,0,5,1,2,5,4,2
976,30,6,5,0,5,1,2,5,4,2
977,38,10,5,1,5,2,2,5,5,3
978,38,11,4,1,5,2,2,5,5,3
979,39,11,4,1,5,2,2,5,6,3
980,38,10,5,1,5,2,2,4,6,3
981,38,11,5,1,5,2,2,4,5,3
982,38,12,5,1,5,2,2,4,4,3
983,35,10,3,1,5,2,3,4,4,3
984,34,9,3,1,5,2,3,4,4,3
985,32,7,3,1,5,3,2,4,4,3
986,32,9,3,1,3,3,2,4,4,3
987,34,10,4,1,3,3,2,4,4,3
988,36,10,5,1,3,3,2,4,5,3
989,37,9,5,1,3,3,3,5,5,3
990,39,10,5,1,3,3,3,5,5,4
991,40,10,5,1,3,3,3,5,5,5
992,43,11,5,2,4,3,3,5,5,5
993,49,15,5,2,4,3,3,5,5,7
994,51,16,5,2,4,3,4,5,5,7
995,50,15,5,2,4,3,4,5,5,7
996,50,16,5,2,4,3,4,5,5,6
997,53,18,5,2,4,3,4,5,5,7
998,52,17,5,2,5,3,4,5,5,6
999,46,13,5,2,4,3,4,5,5,5
1000,47,13,5,2,4,3,4,6,5,5
1001,54,17,5,2,6,3,4,6,5,6
1002,53,16,5,2,6,3,4,6,5,6
1003,53,16,5,2,5,3,4,7,5,6
1004,48,14,5,2,5,3,3,7,4,5
1005,49,13,5,2,6,3,3,7,4,6
1006,45,11,4,2,5,3,3,6,4,7
1007,44,9,4,2,5,3,3,6,5,7
1008,42,7,4,2,5,3,3,7,5,6
1009,42,6,4,2,5,3,3,8,5,6
1010,41,6,3,2,6,3,3,8,4,6
1011,42,7,3,2,6,3,3,6,5,7
1012,42,8,3,2,6,3,3,6,4,7
1013,47,9,4,2,6,3,3,8,5,7
1014,43,7,5,2,6,3,3,6,4,7
1015,42,5,5,2,5,3,3,7,5,7
1016,47,7,5,2,6,3,3,9,4,8
1017,46,7,4,2,6,3,3,9,4,8
1018,47,11,4,2,5,3,3,9,3,7
1019,49,12,4,2,6,3,3,9,3,7
1020,47,12,4,2,6,3,3,7,3,7
1021,30,6,5,0,5,1,2,5,4,2
1022,31,7,5,0,5,1,2,5,4,2
1023,36,9,5,1,4,1,2,6,5,3
1024,37,9,5,1,4,2,2,6,5,3
1025,35,8,4,1,3,2,3,6,5,3
1026,34,9,4,1,3,2,3,4,5,3
1027,34,9,3,1,4,2,3,4,5,3
1028,34,9,4,1,4,2,3,4,4,3
1029,33,9,3,1,4,2,3,4,4,3
1030,35,9,3,1,4,3,4,4,4,3
1031,35,9,3,1,4,3,3,4,5,3
1032,36,11,3,1,3,3,3,4,5,3
1033,36,10,3,1,3,3,3,5,5,3
1034,36,10,3,1,3,3,3,5,5,3
1035,37,9,5,1,3,3,3,5,5,3
1036,39,9,5,1,3,3,3,5,5,5
1037,41,11,5,1,3,3,3,5,4,6
1038,44,14,5,1,4,3,3,4,4,6
1039,49,16,5,1,4,3,3,5,5,7
1040,49,16,5,1,4,3,3,5,5,7
1041,44,12,5,2,4,3,3,5,5,5
1042,43,11,5,2,4,3,3,5,5,5
1043,49,16,5,2,4,3,3,5,4,7
1044,54,19,5,2,4,3,3,6,5,7
1045,56,19,5,2,5,3,4,6,5,7
1046,53,17,5,2,5,3,4,6,5,6
1047,49,13,5,2,6,3,4,6,5,5
1048,51,14,5,2,6,3,4,6,5,6
1049,53,15,5,2,6,3,4,7,5,6
1050,52,15,5,2,5,3,3,7,5,7
1051,50,14,5,2,5,3,3,7,5,6
1052,52,15,5,2,6,3,3,7,5,6
1053,50,14,5,2,6,3,3,6,5,6
1054,45,11,4,2,5,3,3,6,5,6
1055,42,7,4,2,5,3,3,6,5,7
1056,41,5,4,2,6,3,3,6,5,7
1057,44,7,4,2,6,3,3,7,5,7
1058,46,8,4,2,6,3,3,8,5,7
1059,41,6,4,2,6,3,3,6,4,7
1060,46,8,4,2,6,3,3,8,5,7
1061,44,7,5,2,6,3,3,7,4,7
1062,42,5,5,2,5,3,3,8,4,7
1063,46,6,4,2,5,3,3,10,5,8
1064,47,8,4,2,6,3,3,9,4,8
1065,50,12,4,2,6,3,3,9,3,8
1066,49,12,4,2,7,3,3,8,3,7
1067,50,13,4,2,7,3,3,8,3,7
1068,49,13,4,2,6,3,3,8,3,7
1069,33,7,5,1,5,1,3,5,4,2
1070,33,7,5,1,4,1,3,6,4,2
1071,39,11,5,1,4,1,3,6,5,3
1072,38,11,4,1,3,1,4,6,5,3
1073,33,8,3,1,3,2,3,5,5,3
1074,33,8,3,1,3,2,3,5,5,3
1075,32,8,3,1,3,2,3,5,4,3
1076,32,8,3,1,3,2,3,5,4,3
1077,34,9,3,1,3,3,3,4,5,3
1078,34,9,3,1,3,3,3,4,5,3
1079,37,12,3,1,3,3,3,4,5,3
1080,37,12,3,1,3,3,3,4,4,4
1081,42,11,3,1,5,3,3,5,4,7
1082,44,11,4,1,5,3,3,5,5,7
1083,44,11,4,1,5,3,3,5,5,7
1084,45,11,5,1,5,3,3,5,5,7
1085,46,13,5,1,5,3,3,5,4,7
1086,47,15,5,1,5,3,3,4,4,7
1087,45,14,5,1,5,3,3,4,4,6
1088,43,12,5,1,5,3,3,5,4,5
1089,43,12,5,1,5,3,3,5,4,5
1090,43,12,5,2,5,3,3,4,4,5
1091,48,16,5,2,4,3,3,5,4,6
1092,45,13,5,2,4,3,3,6,4,5
1093,53,18,5,2,4,3,3,7,4,7
1094,56,18,5,2,4,3,3,8,5,8
1095,58,18,5,2,6,3,3,8,5,8
1096,52,13,5,2,5,3,3,8,5,8
1097,52,14,5,2,5,3,3,8,5,7
1098,50,13,5,2,5,3,3,8,5,6
1099,50,13,5,2,5,3,3,8,5,6
1100,52,15,5,2,5,3,3,8,5,6
1101,49,14,5,2,5,3,3,6,5,6
1102,49,12,5,2,5,3,3,6,5,8
1103,43,8,5,2,5,3,3,6,4,7
1104,42,7,4,2,6,3,3,6,4,7
1105,44,8,4,2,6,3,3,7,4,7
1106,45,7,4,2,6,3,3,8,5,7
1107,41,6,4,2,6,3,3,6,4,7
1108,41,5,5,2,6,3,3,6,4,7
1109,42,6,5,2,6,3,3,6,4,7
1110,43,5,5,2,5,3,3,8,5,7
1111,43,7,4,2,5,3,3,7,4,8
1112,48,11,4,2,6,3,3,7,4,8
1113,48,12,4,2,6,3,3,7,3,8
1114,50,13,4,2,7,3,3,7,3,8
1115,49,13,4,2,7,3,3,7,3,7
1116,47,13,4,2,6,3,3,6,3,7
1117,46,11,4,2,6,3,3,7,3,7
1118,36,7,5,1,5,1,3,5,5,4
1119,34,6,5,1,4,1,3,6,5,3
1120,38,9,5,1,4,1,3,6,5,4
1121,39,11,4,1,4,1,3,6,5,4
1122,40,12,4,1,3,2,3,6,5,4
1123,36,10,3,1,3,2,3,6,5,3
1124,36,10,3,1,3,3,3,5,5,3
1125,38,10,3,1,4,3,3,5,5,4
1126,38,10,3,1,4,3,3,5,5,4
1127,38,9,3,1,4,3,3,5,5,5
1128,38,9,3,1,5,3,3,4,4,6
1129,44,13,3,1,5,3,3,5,5,6
1130,45,13,3,1,5,3,3,5,5,7
1131,40,10,3,1,5,3,3,4,4,7
1132,41,10,4,1,5,3,3,5,4,6
1133,42,11,4,1,5,3,3,5,4,6
1134,44,13,4,1,5,3,3,5,4,6
1135,38,10,5,1,5,3,3,4,4,3
1136,39,11,5,1,5,3,3,4,4,3
1137,45,15,5,1,5,3,3,4,4,5
1138,45,15,5,1,5,3,3,4,4,5
1139,48,16,5,1,5,3,3,5,4,6
1140,48,16,5,1,5,3,3,5,4,6
1141,48,15,5,2,5,3,3,5,4,6
1142,50,15,5,2,5,3,3,7,4,6
1143,55,18,5,2,5,3,3,8,4,7
1144,56,18,5,2,5,3,3,8,4,8
1145,51,12,5,2,6,3,3,9,4,7
1146,50,11,5,2,6,3,3,9,5,6
1147,49,12,5,2,6,3,3,7,5,6
1148,47,11,5,2,5,3,3,8,4,6
1149,47,11,5,2,5,3,3,8,4,6
1150,49,12,5,2,5,3,3,8,5,6
1151,51,14,5,2,5,3,3,8,5,6
1152,48,13,5,2,5,3,3,6,5,6
1153,44,10,5,2,5,3,3,6,4,6
1154,43,8,5,2,6,3,3,6,4,6
1155,40,6,5,2,6,3,3,6,3,6
1156,43,7,5,2,6,3,3,6,4,7
1157,42,6,5,2,6,3,3,6,4,7
1158,42,5,5,2,6,3,3,6,5,7
1159,42,6,5,2,6,3,3,7,4,6
1160,44,6,5,2,5,3,3,8,5,7
1161,45,7,5,2,5,3,3,8,4,8
1162,49,12,4,2,6,3,3,7,4,8
1163,49,13,4,2,6,3,3,7,3,8
1164,49,13,4,2,6,3,3,7,3,8
1165,49,13,4,2,6,3,3,7,3,8
1166,47,13,4,2,6,3,3,6,3,7
1167,45,10,4,2,6,3,3,7,3,7
1168,45,10,4,2,6,3,3,7,3,7
1169,37,7,5,1,5,1,3,6,5,4
1170,39,9,5,1,4,1,3,6,6,4
1171,39,9,4,1,4,1,4,6,6,4
1172,38,9,4,1,4,2,3,6,5,4
1173,40,11,4,1,3,2,3,5,6,5
1174,41,11,4,1,4,2,3,6,5,5
1175,41,10,3,1,4,3,3,5,5,7
1176,41,9,3,1,5,3,3,5,5,7
1177,37,8,3,1,5,3,3,4,4,6
1178,42,10,3,1,5,3,3,5,5,7
1179,44,12,3,1,5,3,3,5,5,7
1180,44,13,3,1,5,3,3,5,5,6
1181,42,12,3,1,5,3,3,5,4,6
1182,40,11,4,1,5,3,3,5,4,4
1183,44,13,4,1,5,3,3,5,5,5
1184,44,13,4,1,5,3,3,5,5,5
1185,43,12,4,1,5,3,3,5,5,5
1186,43,12,4,1,5,3,3,5,5,5
1187,46,15,5,1,5,3,3,5,4,5
1188,46,15,5,1,5,3,3,5,4,5
1189,47,16,5,1,5,3,3,5,4,5
1190,47,16,5,1,5,3,3,5,4,5
1191,48,16,5,1,5,3,3,5,4,6
1192,47,13,5,2,5,3,3,7,4,5
1193,50,15,5,2,5,3,3,7,4,6
1194,50,15,5,2,5,3,3,7,4,6
1195,50,14,5,2,5,3,3,8,4,6
1196,52,14,5,2,6,3,3,9,4,6
1197,52,13,5,2,6,3,3,9,5,6
1198,53,14,5,2,6,3,3,9,5,6
1199,49,12,5,2,6,3,3,8,4,6
1200,48,12,5,2,5,3,3,8,4,6
1201,48,10,5,2,5,3,3,9,4,7
1202,47,10,5,2,5,3,3,8,5,6
1203,47,10,5,2,5,3,3,8,5,6
1204,44,10,5,2,5,3,3,7,4,5
1205,42,9,5,2,6,3,3,6,3,5
1206,44,10,5,2,6,3,3,6,3,6
1207,43,8,5,2,6,3,3,6,4,6
1208,41,7,5,2,6,3,3,6,3,6
1209,42,7,5,2,6,3,3,6,4,6
1210,43,7,5,2,5,3,3,7,5,6
1211,44,8,5,2,5,3,3,8,4,6
1212,45,9,5,2,4,3,3,8,4,7
1213,47,12,4,2,5,3,3,7,3,8
1214,49,13,4,2,5,3,3,8,3,8
1215,50,13,4,2,6,3,3,8,3,8
1216,49,13,4,2,6,3,3,7,3,8
1217,46,12,4,2,6,3,3,6,3,7
1218,44,9,4,2,6,3,3,7,3,7
1219,44,9,4,2,6,3,3,7,3,7
1220,44,9,4,2,6,3,3,7,3,7
1221,37,6,5,1,5,1,3,6,6,4
1222,37,7,5,1,4,1,3,6,6,4
1223,37,8,4,1,4,2,3,6,5,4
1224,39,9,4,1,5,2,3,5,6,4
1225,40,10,4,1,5,2,3,5,5,5
1226,45,12,4,1,5,2,3,6,5,7
1227,45,12,4,1,5,3,3,5,5,7
1228,43,10,4,1,5,3,3,5,5,7
1229,43,10,4,1,5,3,3,5,5,7
1230,44,11,4,1,5,3,3,5,5,7
1231,42,11,4,1,5,3,3,5,5,5
1232,43,12,4,1,5,3,3,6,4,5
1233,42,11,4,1,5,3,3,5,5,5
1234,42,12,4,1,5,3,3,5,5,4
1235,42,11,4,1,5,3,3,5,5,5
1236,42,11,4,1,5,3,3,5,5,5
1237,43,12,4,1,5,3,3,5,5,5
1238,43,13,4,1,5,3,3,5,4,5
1239,45,15,4,1,5,3,3,5,4,5
1240,46,15,5,1,5,3,3,5,4,5
1241,47,16,5,1,5,3,3,5,4,5
1242,45,15,5,1,5,3,3,5,4,4
1243,46,14,5,1,5,3,3,7,4,4
1244,50,15,5,2,5,3,3,7,4,6
1245,49,13,5,2,5,3,3,8,4,6
